输出字段名,来源表名,来源字段名,是否可追踪
PROTOCOL_ID,LC00059999.ST_PROTOCOL,PROTOCOL_ID,是
CT,,,是
START_ACCUAL_DATE,LC00059999.ST_PROTOCOL,START_ACCUAL_DATE,是
AMT,LC00059999.ST_PROTOCOL,AMOUNT,是
CTYPE,,,是
