输出字段名,来源表名,来源字段名,是否可追踪
B1_PJBDB_REVER_OPER_ID,LC00059999.PJBDB,PJBDB_REVER_OPER_ID,是
B1_PJBDB_REVER_CHECK_ID,LC00059999.PJBDB,PJBDB_REVER_CHECK_ID,是
B1_PJBDB_REVER_DATE,LC00059999.PJBDB,PJBDB_REVER_DATE,是
B1_PJBDB_CONT_NM,LC00059999.PJBDB,PJBDB_CONT_NM,是
B_PJKPZB_NM,LC00059999.PJKPZB,PJKPZB_NM,是
B_PJKPZB_SQPH,LC00059999.PJKPZB,PJKPZB_SQPH,是
B_PJKPZB_SQRQ,LC00059999.PJKPZB,PJKPZB_SQRQ,是
B_PJKPZB_QWKPR,LC00059999.PJKPZB,PJKPZB_QWKPR,是
B_PJKPZB_PJLX,LC00059999.PJKPZB,PJKPZB_PJLX,是
B_PJKPZB_KPLX,LC00059999.PJKPZB,PJKPZB_KPLX,是
B_PJKPZB_KPDW,LC00059999.PJKPZB,PJKPZB_KPDW,是
B_PJKPZB_CPRQC,LC00059999.PJKPZB,PJKPZB_CPRQC,是
B_PJKPZB_CPRKHH,LC00059999.PJKPZB,PJKPZB_CPRKHH,是
B_PJKPZB_CPRPJH,LC00059999.PJKPZB,PJKPZB_CPRPJH,是
B_PJKPZB_CPRXHH,LC00059999.PJKPZB,PJKPZB_CPRXHH,是
B_PJKPZB_CPRCPH,LC00059999.PJKPZB,PJKPZB_CPRCPH,是
B_PJKPZB_CPRBZJH,LC00059999.PJKPZB,PJKPZB_CPRBZJH,是
B_PJKPZB_DJZT,LC00059999.PJKPZB,PJKPZB_DJZT,是
B_PJKPZB_SQR,LC00059999.PJKPZB,PJKPZB_SQR,是
B_PJKPZB_XMBH,LC00059999.PJKPZB,PJKPZB_XMBH,是
B_PJKPZB_JGBH,LC00059999.PJKPZB,PJKPZB_JGBH,是
B_PJKPZB_NOTE,LC00059999.PJKPZB,PJKPZB_NOTE,是
B_PJKPZB_WBBH,LC00059999.PJKPZB,PJKPZB_WBBH,是
B_PJKPZB_GYSID,LC00059999.PJKPZB,PJKPZB_GYSID,是
B_PJKPZB_KHID,LC00059999.PJKPZB,PJKPZB_KHID,是
B_PJKPZB_DJGS,LC00059999.PJKPZB,PJKPZB_DJGS,是
B_PJKPZB_ZDKC,LC00059999.PJKPZB,PJKPZB_ZDKC,是
B_CUST_CREDIT_NO,LC00059999.PJKPZB,CUST_CREDIT_NO,是
B_PJYFKC_SFCK,LC00059999.PJKPZB,PJYFKC_SFCK,是
B_CREDIT_TYPE,LC00059999.PJKPZB,CREDIT_TYPE,是
B_BREED_BIG_CLASS,LC00059999.PJKPZB,BREED_BIG_CLASS,是
B_BREED_SMALL_CLASS,LC00059999.PJKPZB,BREED_SMALL_CLASS,是
B_CREDIT_KIND,LC00059999.PJKPZB,CREDIT_KIND,是
B_FEE_RATE,LC00059999.PJKPZB,FEE_RATE,是
B_OCCUPIED_LIMIT,LC00059999.PJKPZB,OCCUPIED_LIMIT,是
B_PJKPZB_CDLB,LC00059999.PJKPZB,PJKPZB_CDLB,是
B_PJKPZB_CDYH,LC00059999.PJKPZB,PJKPZB_CDYH,是
B_APP_OPINION,LC00059999.PJKPZB,APP_OPINION,是
B_BILL_CONT_NO,LC00059999.PJKPZB,BILL_CONT_NO,是
B_PJKPZB_KPRQ,LC00059999.PJKPZB,PJKPZB_KPRQ,是
B_PJKPZB_DQRQ,LC00059999.PJKPZB,PJKPZB_DQRQ,是
B_PJKPZB_YWLY,LC00059999.PJKPZB,PJKPZB_YWLY,是
B_OPE_TERM,LC00059999.PJKPZB,OPE_TERM,是
B_OPE_TERM_UNIT,LC00059999.PJKPZB,OPE_TERM_UNIT,是
B_SOURCE_MOD,LC00059999.PJKPZB,SOURCE_MOD,是
B_BILLING_METHOD,LC00059999.PJKPZB,BILLING_METHOD,是
B_ACCEPT_NAME,LC00059999.PJKPZB,ACCEPT_NAME,是
B_ACCEPT_ACC,LC00059999.PJKPZB,ACCEPT_ACC,是
B_PJYFKC_SFSX,LC00059999.PJKPZB,PJYFKC_SFSX,是
B_MORTGAGE_NO,LC00059999.PJKPZB,MORTGAGE_NO,是
B_FEE_TOTAL,LC00059999.PJKPZB,FEE_TOTAL,是
B_FEE_ACCT,LC00059999.PJKPZB,FEE_ACCT,是
B_GUARAN_RATE,LC00059999.PJKPZB,GUARAN_RATE,是
B_GUARAN_TOTAL,LC00059999.PJKPZB,GUARAN_TOTAL,是
B_BANK_GUARAN_RATE,LC00059999.PJKPZB,BANK_GUARAN_RATE,是
B_BANK_GUARAN_TOTAL,LC00059999.PJKPZB,BANK_GUARAN_TOTAL,是
B_BANK_GUARAN_ACC,LC00059999.PJKPZB,BANK_GUARAN_ACC,是
B_DOCUMENTARY,LC00059999.PJKPZB,DOCUMENTARY,是
B_STATUS,LC00059999.PJKPZB,STATUS,是
B_CHECKER,LC00059999.PJKPZB,CHECKER,是
B_CHECK_DATE,LC00059999.PJKPZB,CHECK_DATE,是
B_REJEST_REASON,LC00059999.PJKPZB,REJEST_REASON,是
B_TELLER,LC00059999.PJKPZB,TELLER,是
B_TEL_DATE,LC00059999.PJKPZB,TEL_DATE,是
B_CHECKER1,LC00059999.PJKPZB,CHECKER1,是
B_CHECK_DATE1,LC00059999.PJKPZB,CHECK_DATE1,是
B_BACK_REASON_APP,LC00059999.PJKPZB,BACK_REASON_APP,是
B_BACK_REASON,LC00059999.PJKPZB,BACK_REASON,是
B_CONT_TOTAL_AMT,LC00059999.PJKPZB,CONT_TOTAL_AMT,是
B_PJKPZB_BSNS_FLAG,LC00059999.PJKPZB,PJKPZB_BSNS_FLAG,是
B_PJKPZB_BILL_CHANNEL,LC00059999.PJKPZB,PJKPZB_BILL_CHANNEL,是
B_BILL_COUNTS,LC00059999.PJKPZB,BILL_COUNTS,是
B_EXPIRE_TELLER,LC00059999.PJKPZB,EXPIRE_TELLER,是
B_EXPIRE_TEL_DATE,LC00059999.PJKPZB,EXPIRE_TEL_DATE,是
B_EXPIRE_CHECKER,LC00059999.PJKPZB,EXPIRE_CHECKER,是
B_EXPIRE_CHECK_DATE,LC00059999.PJKPZB,EXPIRE_CHECK_DATE,是
B_APPLY_ID,LC00059999.PJKPZB,APPLY_ID,是
B_COUNT_PARTY,LC00059999.PJKPZB,COUNT_PARTY,是
B_COUNT_PARTYA,LC00059999.PJKPZB,COUNT_PARTYA,是
B_COUNT_PARTYB,LC00059999.PJKPZB,COUNT_PARTYB,是
B_REISSU_FLAG,LC00059999.PJKPZB,REISSU_FLAG,是
B_OLD_CONTID,LC00059999.PJKPZB,OLD_CONTID,是
B_SIGN_TYPE,LC00059999.PJKPZB,SIGN_TYPE,是
B_SIGN_FLAG,LC00059999.PJKPZB,SIGN_FLAG,是
B_COUNT_PRINT_EB,LC00059999.PJKPZB,COUNT_PRINT_EB,是
B_COUNT_PRINT_LN,LC00059999.PJKPZB,COUNT_PRINT_LN,是
B_CANCEL_FLAG,LC00059999.PJKPZB,CANCEL_FLAG,是
B_CANCEL_PTCOUNT_EB,LC00059999.PJKPZB,CANCEL_PTCOUNT_EB,是
B_CANCEL_PTCOUNT_LN,LC00059999.PJKPZB,CANCEL_PTCOUNT_LN,是
B_CANCEL_REASONS,LC00059999.PJKPZB,CANCEL_REASONS,是
B_CANCEL_DATE,LC00059999.PJKPZB,CANCEL_DATE,是
B_DETAIL_FLAG,LC00059999.PJKPZB,DETAIL_FLAG,是
B_SIGN_DATE,LC00059999.PJKPZB,SIGN_DATE,是
B_DETAIL_SIGN_DATE,LC00059999.PJKPZB,DETAIL_SIGN_DATE,是
B_INDUSTRY_CHARIN_FLAG,LC00059999.PJKPZB,INDUSTRY_CHARIN_FLAG,是
B_CREDIT_PART,LC00059999.PJKPZB,CREDIT_PART,是
B_CREDIT_CUST_CODE,LC00059999.PJKPZB,CREDIT_CUST_CODE,是
B_CREDIT_CUST_NAME,LC00059999.PJKPZB,CREDIT_CUST_NAME,是
B_CREDIT_CONT,LC00059999.PJKPZB,CREDIT_CONT,是
B_SEC_CREDIT_CODE,LC00059999.PJKPZB,SEC_CREDIT_CODE,是
B_SEC_CREDIT_CONT,LC00059999.PJKPZB,SEC_CREDIT_CONT,是
B_SEC_CUST_CODE,LC00059999.PJKPZB,SEC_CUST_CODE,是
B_SEC_CUST_NAME,LC00059999.PJKPZB,SEC_CUST_NAME,是
B_ADVANCE_FLAG,LC00059999.PJKPZB,ADVANCE_FLAG,是
B_SEC_CUST_AMT,LC00059999.PJKPZB,SEC_CUST_AMT,是
B_ACCEPTANCE_CONT,LC00059999.PJKPZB,ACCEPTANCE_CONT,是
B_SEC_ACCEPTANCE_CONT,LC00059999.PJKPZB,SEC_ACCEPTANCE_CONT,是
C_CONT_ID,LC00059999.CPE_BL_CASH_COLL_BIZ,CONT_ID,是
C_CONT_CODE,LC00059999.CPE_BL_CASH_COLL_BIZ,CONT_CODE,是
C_CONT_TYPE,LC00059999.CPE_BL_CASH_COLL_BIZ,CONT_TYPE,是
C_BILL_TYPE,LC00059999.CPE_BL_CASH_COLL_BIZ,BILL_TYPE,是
C_CUST_CODE,LC00059999.CPE_BL_CASH_COLL_BIZ,CUST_CODE,是
C_CURCD,LC00059999.CPE_BL_CASH_COLL_BIZ,CURCD,是
C_AMOUNT,LC00059999.CPE_BL_CASH_COLL_BIZ,AMOUNT,是
C_SIGN_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,SIGN_DATE,是
C_START_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,START_DATE,是
C_END_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,END_DATE,是
C_TERM,LC00059999.CPE_BL_CASH_COLL_BIZ,TERM,是
C_TERM_UNIT,LC00059999.CPE_BL_CASH_COLL_BIZ,TERM_UNIT,是
C_CUST_CREDIT_NO,LC00059999.CPE_BL_CASH_COLL_BIZ,CUST_CREDIT_NO,是
C_GART_MODE,LC00059999.CPE_BL_CASH_COLL_BIZ,GART_MODE,是
C_DEPOSIT_RATE,LC00059999.CPE_BL_CASH_COLL_BIZ,DEPOSIT_RATE,是
C_DEPOSIT_ACT,LC00059999.CPE_BL_CASH_COLL_BIZ,DEPOSIT_ACT,是
C_FEE_RATE,LC00059999.CPE_BL_CASH_COLL_BIZ,FEE_RATE,是
C_OVER_RATE,LC00059999.CPE_BL_CASH_COLL_BIZ,OVER_RATE,是
C_CONT_STAT,LC00059999.CPE_BL_CASH_COLL_BIZ,CONT_STAT,是
C_IS_ADVANCE,LC00059999.CPE_BL_CASH_COLL_BIZ,IS_ADVANCE,是
C_TEXT_TYPE,LC00059999.CPE_BL_CASH_COLL_BIZ,TEXT_TYPE,是
C_TEXT_COUNT,LC00059999.CPE_BL_CASH_COLL_BIZ,TEXT_COUNT,是
C_REMARK,LC00059999.CPE_BL_CASH_COLL_BIZ,REMARK,是
C_OPERTOR,LC00059999.CPE_BL_CASH_COLL_BIZ,OPERTOR,是
C_CHECKER,LC00059999.CPE_BL_CASH_COLL_BIZ,CHECKER,是
C_OPER_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,OPER_DATE,是
C_CHECK_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,CHECK_DATE,是
C_LAST_UPDATE_OPER,LC00059999.CPE_BL_CASH_COLL_BIZ,LAST_UPDATE_OPER,是
C_LAST_UPDATE_DATE,LC00059999.CPE_BL_CASH_COLL_BIZ,LAST_UPDATE_DATE,是
C_BACK_REASON,LC00059999.CPE_BL_CASH_COLL_BIZ,BACK_REASON,是
C_APPLY_CODE,LC00059999.CPE_BL_CASH_COLL_BIZ,APPLY_CODE,是
C_PAY_ACT,LC00059999.CPE_BL_CASH_COLL_BIZ,PAY_ACT,是
C_ID,LC00059999.CPE_BL_CASH_COLL_BIZ,ID,是
C_BIZ_TYPE,LC00059999.CPE_BL_CASH_COLL_BIZ,BIZ_TYPE,是
C_BATCH_NO,LC00059999.CPE_BL_CASH_COLL_BIZ,BATCH_NO,是
C_BILL_CODE,LC00059999.CPE_BL_CASH_COLL_BIZ,BILL_CODE,是
C_BILL_AMT,LC00059999.CPE_BL_CASH_COLL_BIZ,BILL_AMT,是
C_SOURCE_MODLE,LC00059999.CPE_BL_CASH_COLL_BIZ,SOURCE_MODLE,是
C_BILL_PAYMENT,LC00059999.CPE_BL_CASH_COLL_BIZ,BILL_PAYMENT,是
C_PAY_RESULT,LC00059999.CPE_BL_CASH_COLL_BIZ,PAY_RESULT,是
C_PAYMENT_NO,LC00059999.CPE_BL_CASH_COLL_BIZ,PAYMENT_NO,是
C_PAYMENT_TIME,LC00059999.CPE_BL_CASH_COLL_BIZ,PAYMENT_TIME,是
C_STATUS,LC00059999.CPE_BL_CASH_COLL_BIZ,STATUS,是
C_OPER_ID,LC00059999.CPE_BL_CASH_COLL_BIZ,OPER_ID,是
C_LAST_UPD_ID,LC00059999.CPE_BL_CASH_COLL_BIZ,LAST_UPD_ID,是
C_LAST_UPD_TIME,LC00059999.CPE_BL_CASH_COLL_BIZ,LAST_UPD_TIME,是
C_ORG_CODE,LC00059999.CPE_BL_CASH_COLL_BIZ,ORG_CODE,是
