"库名","表名","表名中文","表内序号","列名","列名中文","数据类型","是否允空","记录数","去重个数","空值个数","是否主键","外键关联表名","是否码值"
"LC00059999","SJHD0730","","7","QMYE","","NUMBER","Y","1108","751","0","","",""
"LC00059999","SJHD0730","","8","NEW_KM","","VARCHAR2","Y","1108","117","964","","",""
"LC00059999","SJHD0731","","1","RQ","","VARCHAR2","Y","1101","1","0","","",""
"LC00059999","SJHD0731","","2","KMBH","","VARCHAR2","Y","1101","1101","0","","",""
"LC00059999","SJHD0731","","3","ZHBH","","VARCHAR2","Y","1101","92","1101","","",""
"LC00059999","SJHD0731","","4","QCYE","","NUMBER","Y","1101","752","0","","",""
"LC00059999","SJHD0731","","5","JFFS","","NUMBER","Y","1101","103","0","","",""
"LC00059999","SJHD0731","","6","DFFS","","NUMBER","Y","1101","116","0","","",""
"LC00059999","SJHD0731","","7","QMYE","","NUMBER","Y","1101","749","0","","",""
"LC00059999","SJHD0731","","8","NEW_KM","","VARCHAR2","Y","1101","113","961","","",""
"LC00059999","SJHD1","","1","RQ","","VARCHAR2","Y","1179","1","0","","",""
"LC00059999","SJHD1","","2","KMBH","","VARCHAR2","Y","1179","1179","0","","",""
"LC00059999","SJHD1","","3","QCYE","","NUMBER","Y","1179","739","0","","",""
"LC00059999","SJHD1","","4","JFFS","","NUMBER","Y","1179","114","0","","",""
"LC00059999","SJHD1","","5","DFFS","","NUMBER","Y","1179","108","0","","",""
"LC00059999","SJHD1","","6","QMYE","","NUMBER","Y","1179","736","0","","",""
"LC00059999","SJHD1","","7","NEW_KM","","VARCHAR2","Y","1179","117","943","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","1","LOGOUT_REG_ID","","VARCHAR2","Y","1974","1974","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","2","ACT_ID","","VARCHAR2","Y","1974","1903","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","3","ACT_KIND","","CHAR","Y","1974","2","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","4","ACT_BAL_AMT","","NUMBER","Y","1974","392","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","5","ACT_INT_AMT","","NUMBER","Y","1974","371","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","6","ACT_TOT_AMT","","NUMBER","Y","1974","502","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","7","REC_ACT_NO","","VARCHAR2","Y","1974","251","1428","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","8","REC_ACT_NAME","","VARCHAR2","Y","1974","216","1428","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","9","REC_ACT_KIND","","CHAR","Y","1974","2","1406","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","10","REMARKS","","VARCHAR2","Y","1974","3","109","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","11","STAT","","CHAR","Y","1974","3","1","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","12","OPERATOR","","VARCHAR2","Y","1974","11","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","13","OPERATE_DATE","","VARCHAR2","Y","1974","374","0","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","14","CHECKER","","VARCHAR2","Y","1974","8","2","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","15","CHECK_DATE","","VARCHAR2","Y","1974","374","2","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","16","MAIN_TRAC_ID","","VARCHAR2","Y","1974","535","1437","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","17","BACK_REASON","","VARCHAR2","Y","1974","2","1965","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","18","PAY_PASSWORD","","VARCHAR2","Y","1974","0","1974","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","19","SOURCE","","CHAR","Y","1974","1","531","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","20","CUST","","VARCHAR2","Y","1974","676","112","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","21","REC_ACT_BANK","","VARCHAR2","Y","1974","0","1974","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","22","REC_ACT_BANKCODE","","VARCHAR2","Y","1974","89","1841","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","23","REC_ACT_BANK_PROVINCE","","VARCHAR2","Y","1974","23","1847","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","24","REC_ACT_BANK_CITY","","VARCHAR2","Y","1974","41","1847","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","25","INTERNAL_EXTERNAL","","CHAR","Y","1974","2","112","","",""
"LC00059999","ST_ACT_LOGOUT_REG","","26","REC_ACT_BANK_NAME","","VARCHAR2","Y","1974","90","1840","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","1","APPLY_ID","","VARCHAR2","N","58","58","0","1","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","2","PROTOCOL_ID","","VARCHAR2","Y","58","56","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","3","ORG_ID","","VARCHAR2","Y","58","1","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","4","CUST_CODE","","VARCHAR2","Y","58","32","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","5","EXPECT_DATE","","VARCHAR2","Y","58","15","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","6","DRAW_TYPE","","CHAR","Y","58","2","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","7","DRAW_MONEY","","NUMBER","Y","58","27","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","8","APPLY_DATE","","VARCHAR2","Y","58","15","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","9","APPLIER","","VARCHAR2","Y","58","36","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","10","STATUS","","VARCHAR2","Y","58","2","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","11","CHECKER","","VARCHAR2","Y","58","32","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","12","CHECK_DATE","","VARCHAR2","Y","58","15","0","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","13","REMARK","","VARCHAR2","Y","58","1","57","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","14","OPERATE_TYPE","","CHAR","Y","58","0","58","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","15","BACK_REASON","","VARCHAR2","Y","58","0","58","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","16","OPERATE_BACKER","","VARCHAR2","Y","58","1","57","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","17","OPERATE_BACK_DATE","","VARCHAR2","Y","58","1","57","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","18","OPERATE_BACK_REASON","","VARCHAR2","Y","58","1","57","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","19","WORK_FLOW_ID","","VARCHAR2","Y","58","47","11","","",""
"LC00059999","ST_ADVANCE_DRAW_APP","","20","REC_ACC_CODE","","VARCHAR2","Y","58","32","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","21","REC_INT_ACC_CODE","","VARCHAR2","Y","58","32","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","22","BUSINESS_TYPE","","VARCHAR2","Y","58","3","0","","","1"
"LC00059999","ST_ADVANCE_DRAW_APP","","23","BILL_SOURCE","","VARCHAR2","Y","58","0","58","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","1","ID","","VARCHAR2","N","5996","5996","0","1","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","2","CUST_CODE","","VARCHAR2","Y","5996","1413","24","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","3","ACC_ID","","VARCHAR2","Y","5996","3674","1","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","4","VIRACC_ID","","VARCHAR2","Y","5996","3680","0","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","5","BANK_ACC_ID","","VARCHAR2","Y","5996","1841","0","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","6","BANK_NAME","","VARCHAR2","Y","5996","49","0","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","7","ENABLE_STATE","0未启用、1启用、2停用、3作废","CHAR","Y","5996","2","0","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","8","REMARK","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","9","OPERATOR","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","10","OPERATOR_NAME","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","11","OPERATOR_DATE","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","12","LST_MODIFIED_USER","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","13","LST_MODIFIED_NAME","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","14","LST_MODIFIED_DATE","","VARCHAR2","Y","5996","0","5996","","",""
"LC00059999","ST_AGENCY_VIRACCOUNT","【20180303新产品增加】","15","VIRACC_NAME","代理账户名称","VARCHAR2","Y","5996","1717","2","","",""
"LC00059999","ST_DEPOSIT_DRAW","","1","DEPOSIT_DRAW_ID","","VARCHAR2","N","27196","27196","0","1","",""
"LC00059999","ST_DEPOSIT_DRAW","","2","APPLY_ID","","VARCHAR2","Y","27196","17434","9865","","",""
"LC00059999","ST_DEPOSIT_DRAW","","3","PROTO_TYPE","","VARCHAR2","Y","27196","2","0","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","4","PROTO_ID","","VARCHAR2","N","27196","22062","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","5","SEQUENCE","","NUMBER","Y","27196","1","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","6","ORG_ID","","VARCHAR2","Y","27196","1","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","7","CUST_CODE","","VARCHAR2","Y","27196","408","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","8","BUSINESS_TYPE","","CHAR","Y","27196","4","0","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","9","DRAW_AMT","","NUMBER","Y","27196","2736","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","10","REMARK","","VARCHAR2","Y","27196","241","26745","","",""
"LC00059999","ST_DEPOSIT_DRAW","","11","DRAW_TYPE","","CHAR","Y","27196","2","0","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","12","FORE_AMT","","VARCHAR2","Y","27196","0","27196","","",""
"LC00059999","ST_DEPOSIT_DRAW","","13","NOTIFY_DATE","","VARCHAR2","Y","27196","1360","14343","","",""
"LC00059999","ST_DEPOSIT_DRAW","","14","IS_FORE","","CHAR","Y","27196","2","2820","","",""
"LC00059999","ST_DEPOSIT_DRAW","","15","DRAW_DATE","","VARCHAR2","Y","27196","1924","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","16","STATUS","","VARCHAR2","Y","27196","4","0","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","17","OPERATOR","","VARCHAR2","Y","27196","7","131","","",""
"LC00059999","ST_DEPOSIT_DRAW","","18","OPERATE_DATE","","VARCHAR2","Y","27196","1920","131","","",""
"LC00059999","ST_DEPOSIT_DRAW","","19","CHECKER","","VARCHAR2","Y","27196","5","159","","",""
"LC00059999","ST_DEPOSIT_DRAW","","20","CHECK_DATE","","VARCHAR2","Y","27196","1920","159","","",""
"LC00059999","ST_DEPOSIT_DRAW","","21","BACK_REASON","","VARCHAR2","Y","27196","0","27196","","",""
"LC00059999","ST_DEPOSIT_DRAW","","22","BILL_SOURCE","","VARCHAR2","Y","27196","3","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","23","WORK_FLOW_ID","","VARCHAR2","Y","27196","583","26613","","",""
"LC00059999","ST_DEPOSIT_DRAW","","24","STRIKE_FLAG","","CHAR","Y","27196","0","27196","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","25","STRIKE_TYPE","","VARCHAR2","Y","27196","1","27163","","","1"
"LC00059999","ST_DEPOSIT_DRAW","","26","STRIKE_STAT","","VARCHAR2","Y","27196","2","27163","","",""
"LC00059999","ST_DEPOSIT_DRAW","","27","STRIKE_REMARK","","VARCHAR2","Y","27196","4","27163","","",""
"LC00059999","ST_DEPOSIT_DRAW","","28","STRIKE_OPER_ID","","VARCHAR2","Y","27196","2","27163","","",""
"LC00059999","ST_DEPOSIT_DRAW","","29","STRIKE_OPER_DATE","","VARCHAR2","Y","27196","17","27163","","",""
"LC00059999","ST_DEPOSIT_DRAW","","30","STRIKE_CHECK_ID","","VARCHAR2","Y","27196","1","27168","","",""
"LC00059999","ST_DEPOSIT_DRAW","","31","STRIKE_DATE","","VARCHAR2","Y","27196","15","27168","","",""
"LC00059999","ST_DEPOSIT_DRAW","","32","CUR_INT","","NUMBER","Y","27196","1","27159","","",""
"LC00059999","ST_DEPOSIT_DRAW","","33","PROTO_INT","","NUMBER","Y","27196","1","27114","","",""
"LC00059999","ST_DEPOSIT_DRAW","","34","REC_ACC_CODE","","VARCHAR2","Y","27196","429","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","35","REC_INT_ACC_CODE","","VARCHAR2","Y","27196","427","0","","",""
"LC00059999","ST_DEPOSIT_DRAW","","36","DRAW_RATE","","NUMBER","Y","27196","0","27196","","",""
"LC00059999","ST_DEPOSIT_DRAW","","37","DEPOSIT_CERTIFICATE","存款证实书编号","VARCHAR2","Y","27196","180","27009","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","1","DEPOSIT_DRAW_ID","","VARCHAR2","Y","218655","218655","0","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","2","ORG_ID","","VARCHAR2","Y","218655","1","31920","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","3","BUS_ID","","VARCHAR2","Y","218655","51448","167241","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","4","PROTO_ID","","VARCHAR2","Y","218655","34644","0","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","5","SEQUENCE","","NUMBER","Y","218655","89","31920","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","6","DRAW_DATE","","VARCHAR2","Y","218655","5659","0","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","7","BUSINESS_TYPE","","VARCHAR2","Y","218655","9","1","","","1"
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","8","STATUS","","VARCHAR2","Y","218655","2","0","","","1"
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","9","REMARK","","VARCHAR2","Y","218655","4820","186733","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","10","MAIN_TRAC_ID","","VARCHAR2","Y","218655","186768","32565","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","11","CAPITAL_TRAC_ID","","VARCHAR2","Y","218655","49360","169497","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","12","FIXED_INTERE_TRAC_ID","","VARCHAR2","Y","218655","31142","187638","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","13","CUR_INTERE_TRAC_ID","","VARCHAR2","Y","218655","4316","214339","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","14","FIXED_ACCU_TRAC_ID","","VARCHAR2","Y","218655","146688","70883","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","15","CUR_ACCU_TRAC_ID","","VARCHAR2","Y","218655","4316","214339","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","16","FIXED_INTERE_ID","","VARCHAR2","Y","218655","30890","187638","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","17","CUR_INTERE_ID","","VARCHAR2","Y","218655","4316","214339","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","18","FIXED_ACCURED_ID","","VARCHAR2","Y","218655","147712","70883","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","19","CUR_ACCURED_ID","","VARCHAR2","Y","218655","12322","206333","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","20","OFFSET_TRANC_ID","","VARCHAR2","Y","218655","4570","214085","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","21","OFFSET_INTERE_ID","","VARCHAR2","Y","218655","4570","214085","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","22","ACCUR_SUM_AMT","","NUMBER","Y","218655","51616","56244","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","23","UN_ACCUR_SUM_AMT","","NUMBER","Y","218655","2662","89344","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","24","STRIKE_TYPE","","CHAR","Y","218655","1","218616","","","1"
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","25","STRIKE_STAT","","CHAR","Y","218655","2","218615","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","26","STRIKE_REMARK","","VARCHAR2","Y","218655","4","218616","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","27","STRIKE_OPER_ID","","VARCHAR2","Y","218655","2","218616","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","28","STRIKE_OPER_DATE","","VARCHAR2","Y","218655","17","218620","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","29","STRIKE_CHECK_ID","","VARCHAR2","Y","218655","1","218616","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","30","STRIKE_DATE","","VARCHAR2","Y","218655","20","218616","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","31","NEW_PROTOCOL_ID","","VARCHAR2","Y","218655","2818","209994","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","32","NEW_PROTOCOL_CODE","","VARCHAR2","Y","218655","0","218655","","","1"
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","33","IF_AUTOPROC","","CHAR","Y","218655","2","31920","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","34","OPERATE_DATE","","VARCHAR2","Y","218655","2164","49432","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","35","OPERATOR","","VARCHAR2","Y","218655","26","49432","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","36","CHECK_DATE","","VARCHAR2","Y","218655","1896","59375","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","37","CHECKER","","VARCHAR2","Y","218655","15","59375","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","38","PRINT_COUNTS","","NUMBER","Y","218655","1","0","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","39","REC_ACC_CODE","","VARCHAR2","Y","218655","429","191598","","",""
"LC00059999","ST_DEPOSIT_DRAW_RECORD","","40","REC_INT_ACC_CODE","","VARCHAR2","Y","218655","427","191598","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","1","DEPOSIT_ID","","VARCHAR2","N","32","32","0","1","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","2","DEPOSIT_NAME","","VARCHAR2","Y","32","13","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","3","DEPOSIT_CODE","","VARCHAR2","Y","32","13","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","4","IN_OUT_FLAG","","CHAR","Y","32","1","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","5","DEPOSIT_TYPE","","NVARCHAR2","Y","32","4","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","6","CURCD","","VARCHAR2","Y","32","5","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","7","INTEREST_CODE","","VARCHAR2","Y","32","19","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","8","RATE_TYPE","","CHAR","Y","32","0","32","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","9","FLOAT_METHOD","","CHAR","Y","32","1","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","10","FLOAT_UPLIMIT","","NUMBER","Y","32","1","27","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","11","FLOAT_DOWNLIMIT","","NUMBER","Y","32","1","27","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","12","VALID_DATE","","VARCHAR2","Y","32","4","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","13","INVALID_DATE","","VARCHAR2","Y","32","4","14","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","14","VERSION","","NUMBER","Y","32","6","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","15","ACTION_STATUS","","VARCHAR2","Y","32","2","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","16","SUB_PLAN_ID","","VARCHAR2","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","17","REMARK","","VARCHAR2","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","18","OPERATOR","","VARCHAR2","Y","32","5","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","19","OPERATE_DATE","","VARCHAR2","Y","32","4","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","20","CHECKER","","VARCHAR2","Y","32","4","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","21","CHECK_DATE","","VARCHAR2","Y","32","4","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","22","BACK_REASON","","VARCHAR2","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","23","EFFECT_STATUS","","CHAR","Y","32","2","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","24","SUBITEM_CODE","存款账户所属科目","VARCHAR2","Y","32","0","32","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","25","FLOAT_RATIO","浮动比例","NUMBER","Y","32","4","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","26","RATE","执行利率","NUMBER","Y","32","18","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","27","DEPOSIT_UNIT","存期单位","CHAR","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","28","DEPOSIT_AMOUNT","存期数量","NUMBER","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","29","IS_TRAN_DEPOSIT","是否自动转存","CHAR","Y","32","1","10","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","30","TRAN_DEPOSIT_TYPE","转存方式","CHAR","Y","32","1","15","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","31","SUIT_CUST","适用客户","CHAR","Y","32","1","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","32","CUST_ID","客户编号","VARCHAR2","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","33","CUST_GROUP_ID","客户组编号","VARCHAR2","Y","32","0","32","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","34","NOTIFY_TYPE","","CHAR","Y","32","0","32","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","35","FIXED_RATE","是否固定利率 0否，1是","CHAR","Y","32","1","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","36","FOLLOW_CHANGE","是否随基准利率变动 ","CHAR","Y","32","1","0","","","1"
"LC00059999","ST_DEPOSIT_PRODUCTS","","37","BASE_DAYS","年基准天数  0-360,1-365,2-ACT","CHAR","Y","32","1","0","","",""
"LC00059999","ST_DEPOSIT_PRODUCTS","","38","BUSI_TYPE","业务类型","VARCHAR2","Y","32","14","11","","","1"
"LC00059999","ST_DEPOSIT_SUB_PLAN","","1","SUB_PLAN_ID","","VARCHAR2","N","43","43","0","1","",""
"LC00059999","ST_DEPOSIT_SUB_PLAN","","2","DEPOSIT_CODE","","VARCHAR2","N","43","14","0","","","1"
"LC00059999","ST_DEPOSIT_SUB_PLAN","","3","CURCD","","VARCHAR2","Y","43","5","0","","",""
"LC00059999","ST_DEPOSIT_SUB_PLAN","","4","OPP_KEY","","VARCHAR2","N","43","8","0","","",""
"LC00059999","ST_DEPOSIT_SUB_PLAN","","5","OPP_ACC_CODE","","VARCHAR2","Y","43","10","0","","","1"
"LC00059999","ST_DEPOSIT_SUB_PLAN","","6","REMARK","","VARCHAR2","Y","43","0","43","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","1","NOTIFY_ID","","VARCHAR2","N","5666","5666","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","2","ORG_ID","","VARCHAR2","Y","5666","1","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","3","CUST_CODE","","VARCHAR2","Y","5666","186","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","4","PROTOCOL_ID","","VARCHAR2","Y","5666","3730","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","5","NOTIFY_DATE","","VARCHAR2","Y","5666","1930","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","6","DRAW_MONEY","","NUMBER","Y","5666","406","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","7","STATUS","","CHAR","Y","5666","1","0","","","1"
"LC00059999","ST_DRAW_NOTIFY_APPLY","","8","OPERATE_DATE","","VARCHAR2","Y","5666","1913","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","9","IS_AUTO_DRAW","","CHAR","Y","5666","1","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","10","DRAW_TYPE","","CHAR","Y","5666","2","0","","","1"
"LC00059999","ST_DRAW_NOTIFY_APPLY","","11","DEPOSIT_ACC_CODE","","VARCHAR2","Y","5666","194","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","12","APPLIER","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","13","APPLY_DATE","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","14","CHECKER","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","15","CHECH_DATE","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","16","BACK_REASON","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","17","REMARK","","VARCHAR2","Y","5666","1","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","18","OPER_BACKER","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","19","OPER_BACK_DATE","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","20","OPER_BACK_REASON","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","21","WORK_FLOW_ID","","VARCHAR2","Y","5666","0","5666","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","22","REC_ACC_CODE","","VARCHAR2","Y","5666","194","0","","",""
"LC00059999","ST_DRAW_NOTIFY_APPLY","","23","REC_INT_ACC_CODE","","VARCHAR2","Y","5666","194","0","","",""
