输出字段名,来源表名,来源字段名,是否可追踪
CONT_CODE,LC00019999.DWD_CORP_LOAN_CONT_BASE_HIS,CONT_CODE,是
DUE_BILL_CODE,LC00059999.CORP_LOAN_DUE_BILL,DUE_BILL_CODE,是
类型,LC00059999.CORP_LOAN_STDBOOK,BZNS_TYPE,是
贷款金额,LC00059999.CORP_LOAN_DUE_BILL,LOAN_AMT,是
BZNS_DATE,LC00059999.CORP_LOAN_STDBOOK,BZNS_DATE,是
金额,LC00059999.CORP_LOAN_STDBOOK,BZNS_AMT,是
利率,LC00059999.CORP_LOAN_STDBOOK,BZNS_TYPE,是
利率,LC00059999.CORP_LOAN_DUE_BILL,OVERDUE_RATE,是
利率,LC00059999.CORP_LOAN_DUE_BILL,INTRATE,是
